text,actual_label,predicted_sentiment,confidence,processing_time,timestamp
"לא מרוצה בכלל מהשירות, ממש מאכזב",negative,neutral,0.4552915426433795,1.314377536460511,2025-07-11 15:18:23.345690
"חוויה בסדר, לא משהו מיוחד אבל גם לא גרוע",neutral,neutral,0.99,0.04222909847195642,2025-07-11 15:18:23.345690
הטעם היה מעולה והמלצרית מקסימה,positive,neutral,0.1,0.25437992215219246,2025-07-11 15:18:23.345690
"גרוע מאוד, בזבוז כסף וזמן",negative,negative,0.99,0.25176564828610426,2025-07-11 15:18:23.345690
מקום נחמד לבלות עם המשפחה,positive,positive,0.9055685129474419,0.5468202697210433,2025-07-11 15:18:23.345690
איכות ירודה ושירות לקוי,negative,negative,0.99,1.6067722606224226,2025-07-11 15:18:23.345690
התנסות מדהימה שאמליץ לכולם,positive,positive,0.9662484449960917,0.17508975613007408,2025-07-11 15:18:23.345690
"בסדר גמור, כמו בכל מקום",neutral,neutral,0.9659376415400792,0.029274383781948642,2025-07-11 15:18:23.345690
מרוצה מאוד מהרכישה,positive,neutral,0.9051009199595021,0.27924599157107616,2025-07-11 15:18:23.345690
"אכזבה גדולה, ציפיתי להרבה יותר",negative,positive,0.7056453419237927,0.1359049388688883,2025-07-11 15:18:23.345690
שירות מעולה וצוות מקצועי,positive,positive,0.655182283487397,0.7226801947141865,2025-07-11 15:18:23.345690
לא שווה את המחיר בכלל,negative,positive,0.6804689414424961,1.7318958458499034,2025-07-11 15:18:23.345690
חוויה בלתי נשכחת ומרגשת,positive,neutral,0.38764128822372346,0.41376588847603896,2025-07-11 15:18:23.345690
"ממוצע, יש טובים יותר",neutral,neutral,0.99,1.1291955023360618,2025-07-11 15:18:23.345690
איכות גבוהה במחיר הוגן,positive,positive,0.9514184227314556,0.24219957853560467,2025-07-11 15:18:23.345690
השירות היה איטי ולא יעיל,negative,negative,0.8041299218268958,1.3581657211047407,2025-07-11 15:18:23.345690
מקום מקסים עם אווירה נעימה,positive,positive,0.8403275572762288,1.1869286344887637,2025-07-11 15:18:23.345690
לא הייתי חוזר שוב,negative,negative,0.718631723397285,0.5343791213527826,2025-07-11 15:18:23.345690
המלצה חמה לכל מי שמחפש איכות,positive,positive,0.9576568973210903,0.8188922454320374,2025-07-11 15:18:23.345690
הסרט הזה היה פשוט נהדר! נהניתי מכל רגע,positive,positive,0.47478241817151845,0.5327145004668754,2025-07-11 15:18:23.345690
"לא מרוצה בכלל מהשירות, ממש מאכזב",negative,positive,0.609825765321071,0.2893460188369157,2025-07-11 15:18:23.345690
"חוויה בסדר, לא משהו מיוחד אבל גם לא גרוע",neutral,negative,0.8406559523283376,0.11095022693183522,2025-07-11 15:18:23.345690
הטעם היה מעולה והמלצרית מקסימה,positive,positive,0.775335328638774,1.5069595133583544,2025-07-11 15:18:23.345690
"גרוע מאוד, בזבוז כסף וזמן",negative,neutral,0.9079406586139105,0.36412557993421646,2025-07-11 15:18:23.345690
מקום נחמד לבלות עם המשפחה,positive,neutral,0.7522379370085398,0.16964265699981754,2025-07-11 15:18:23.345690
איכות ירודה ושירות לקוי,negative,negative,0.9407673606602657,0.045782381155671965,2025-07-11 15:18:23.345690
התנסות מדהימה שאמליץ לכולם,positive,negative,0.2690233436157706,0.1470703877064675,2025-07-11 15:18:23.345690
"בסדר גמור, כמו בכל מקום",neutral,neutral,0.7209798287108713,1.391750822072656,2025-07-11 15:18:23.345690
מרוצה מאוד מהרכישה,positive,positive,0.99,0.1616502502895901,2025-07-11 15:18:23.345690
"אכזבה גדולה, ציפיתי להרבה יותר",negative,positive,0.5748279793311111,0.2482455821604276,2025-07-11 15:18:23.345690
שירות מעולה וצוות מקצועי,positive,negative,0.6464114024614297,0.27910578246987305,2025-07-11 15:18:23.345690
לא שווה את המחיר בכלל,negative,negative,0.8865341467440313,0.4609631307227264,2025-07-11 15:18:23.345690
חוויה בלתי נשכחת ומרגשת,positive,neutral,0.7442685812358331,0.12543114010405235,2025-07-11 15:18:23.345690
"ממוצע, יש טובים יותר",neutral,neutral,0.9411807854047385,0.10248073617034037,2025-07-11 15:18:23.345690
איכות גבוהה במחיר הוגן,positive,positive,0.812349908864478,0.689230695368597,2025-07-11 15:18:23.345690
השירות היה איטי ולא יעיל,negative,negative,0.9032071242823502,0.5824148620277529,2025-07-11 15:18:23.345690
מקום מקסים עם אווירה נעימה,positive,positive,0.9393748912400721,0.02000154248785973,2025-07-11 15:18:23.345690
לא הייתי חוזר שוב,negative,negative,0.99,0.1954672865175564,2025-07-11 15:18:23.345690
המלצה חמה לכל מי שמחפש איכות,positive,positive,0.9500793510004892,0.2328190389252864,2025-07-11 15:18:23.345690
הסרט הזה היה פשוט נהדר! נהניתי מכל רגע,positive,positive,0.99,0.16043357095790092,2025-07-11 15:18:23.345690
"לא מרוצה בכלל מהשירות, ממש מאכזב",negative,positive,0.8316862121138411,1.0507440468399047,2025-07-11 15:18:23.345690
"חוויה בסדר, לא משהו מיוחד אבל גם לא גרוע",neutral,neutral,0.6875166844079116,0.3487057730763602,2025-07-11 15:18:23.345690
הטעם היה מעולה והמלצרית מקסימה,positive,positive,0.99,0.22542223637979175,2025-07-11 15:18:23.345690
"גרוע מאוד, בזבוז כסף וזמן",negative,positive,0.5028199171685652,2.243819942310626,2025-07-11 15:18:23.345690
מקום נחמד לבלות עם המשפחה,positive,neutral,0.7675313906748116,0.48038374151833846,2025-07-11 15:18:23.345690
איכות ירודה ושירות לקוי,negative,neutral,0.3852554402387201,2.177464001496917,2025-07-11 15:18:23.345690
התנסות מדהימה שאמליץ לכולם,positive,positive,0.912986482591538,2.357542006656311,2025-07-11 15:18:23.345690
"בסדר גמור, כמו בכל מקום",neutral,neutral,0.7834406344584196,0.2047633504480293,2025-07-11 15:18:23.345690
מרוצה מאוד מהרכישה,positive,positive,0.8923259869481474,0.011726668818480068,2025-07-11 15:18:23.345690
"אכזבה גדולה, ציפיתי להרבה יותר",negative,positive,0.4392400149586958,1.4005994237224648,2025-07-11 15:18:23.345690
שירות מעולה וצוות מקצועי,positive,positive,0.8944153232888294,0.02389145700137553,2025-07-11 15:18:23.345690
לא שווה את המחיר בכלל,negative,negative,0.9055681413669335,0.1939926874781453,2025-07-11 15:18:23.345690
חוויה בלתי נשכחת ומרגשת,positive,positive,0.99,0.49467004822712207,2025-07-11 15:18:23.345690
"ממוצע, יש טובים יותר",neutral,positive,0.99,0.17136695922716466,2025-07-11 15:18:23.345690
איכות גבוהה במחיר הוגן,positive,positive,0.7156134292558258,0.6012114436318353,2025-07-11 15:18:23.345690
השירות היה איטי ולא יעיל,negative,neutral,0.5159458483942845,2.0196983850935237,2025-07-11 15:18:23.345690
מקום מקסים עם אווירה נעימה,positive,positive,0.8177715936395881,1.1990006625549505,2025-07-11 15:18:23.345690
לא הייתי חוזר שוב,negative,negative,0.741969955380111,1.0960333766364618,2025-07-11 15:18:23.345690
המלצה חמה לכל מי שמחפש איכות,positive,neutral,0.7850647853837297,0.11991820299305703,2025-07-11 15:18:23.345690
הסרט הזה היה פשוט נהדר! נהניתי מכל רגע,positive,positive,0.99,0.4143241893497654,2025-07-11 15:18:23.345690
"לא מרוצה בכלל מהשירות, ממש מאכזב",negative,negative,0.7635501451671982,1.7228271507547877,2025-07-11 15:18:23.345690
"חוויה בסדר, לא משהו מיוחד אבל גם לא גרוע",neutral,neutral,0.8652898779977791,0.20024417214614343,2025-07-11 15:18:23.345690
הטעם היה מעולה והמלצרית מקסימה,positive,positive,0.8010391513742812,0.2698519988058212,2025-07-11 15:18:23.345690
"גרוע מאוד, בזבוז כסף וזמן",negative,neutral,0.2705600129297374,2.06292645196599,2025-07-11 15:18:23.345690
מקום נחמד לבלות עם המשפחה,positive,negative,0.36658979398734215,0.8381196593618564,2025-07-11 15:18:23.345690
איכות ירודה ושירות לקוי,negative,neutral,0.5975898979716028,0.025361951454666565,2025-07-11 15:18:23.345690
התנסות מדהימה שאמליץ לכולם,positive,positive,0.99,0.21738770486458425,2025-07-11 15:18:23.345690
"בסדר גמור, כמו בכל מקום",neutral,neutral,0.8387997055877878,0.8288063539435382,2025-07-11 15:18:23.345690
מרוצה מאוד מהרכישה,positive,positive,0.7284237265907431,0.2884446560212203,2025-07-11 15:18:23.345690
"אכזבה גדולה, ציפיתי להרבה יותר",negative,negative,0.99,0.6711239529462893,2025-07-11 15:18:23.345690
שירות מעולה וצוות מקצועי,positive,negative,0.3363094812843018,0.5710648234957412,2025-07-11 15:18:23.345690
לא שווה את המחיר בכלל,negative,negative,0.98627558177439,0.1659932053418085,2025-07-11 15:18:23.345690
חוויה בלתי נשכחת ומרגשת,positive,positive,0.7837189904894588,0.2629116081590911,2025-07-11 15:18:23.345690
"ממוצע, יש טובים יותר",neutral,neutral,0.6689892508314829,0.5421447416409518,2025-07-11 15:18:23.345690
איכות גבוהה במחיר הוגן,positive,positive,0.6269251163943116,0.022000724440262426,2025-07-11 15:18:23.345690
השירות היה איטי ולא יעיל,negative,neutral,0.5483128948330627,0.34279059702463976,2025-07-11 15:18:23.345690
מקום מקסים עם אווירה נעימה,positive,positive,0.9595943336486666,0.3349223906074125,2025-07-11 15:18:23.345690
לא הייתי חוזר שוב,negative,negative,0.99,0.24299022429549663,2025-07-11 15:18:23.345690
המלצה חמה לכל מי שמחפש איכות,positive,neutral,0.6888133023230556,0.36122756409879736,2025-07-11 15:18:23.345690
הסרט הזה היה פשוט נהדר! נהניתי מכל רגע,positive,positive,0.7346951304359833,0.2842865584293409,2025-07-11 15:18:23.345690
"לא מרוצה בכלל מהשירות, ממש מאכזב",negative,negative,0.9892444866017012,0.02721452693051691,2025-07-11 15:18:23.345690
"חוויה בסדר, לא משהו מיוחד אבל גם לא גרוע",neutral,neutral,0.6861611800036469,0.11892120489222999,2025-07-11 15:18:23.345690
הטעם היה מעולה והמלצרית מקסימה,positive,neutral,0.692520399186235,0.451565365099503,2025-07-11 15:18:23.345690
"גרוע מאוד, בזבוז כסף וזמן",negative,negative,0.99,0.6520635404490694,2025-07-11 15:18:23.345690
מקום נחמד לבלות עם המשפחה,positive,neutral,0.5998396034813999,1.160554544626276,2025-07-11 15:18:23.345690
איכות ירודה ושירות לקוי,negative,positive,0.369133658400811,0.07317722315853059,2025-07-11 15:18:23.345690
התנסות מדהימה שאמליץ לכולם,positive,positive,0.8845255361299875,0.21403871940215077,2025-07-11 15:18:23.345690
"בסדר גמור, כמו בכל מקום",neutral,neutral,0.7718020392538215,0.05089290387043131,2025-07-11 15:18:23.345690
מרוצה מאוד מהרכישה,positive,positive,0.16456680982577698,0.2597407412240064,2025-07-11 15:18:23.345690
"אכזבה גדולה, ציפיתי להרבה יותר",negative,negative,0.99,0.3562829061222187,2025-07-11 15:18:23.345690
שירות מעולה וצוות מקצועי,positive,positive,0.6392332963528238,0.18254839926907274,2025-07-11 15:18:23.345690
לא שווה את המחיר בכלל,negative,negative,0.99,0.1638833827627689,2025-07-11 15:18:23.345690
חוויה בלתי נשכחת ומרגשת,positive,negative,0.7274518012362657,0.28250755017157236,2025-07-11 15:18:23.345690
"ממוצע, יש טובים יותר",neutral,neutral,0.8694472243938671,0.5104725512387125,2025-07-11 15:18:23.345690
איכות גבוהה במחיר הוגן,positive,positive,0.9542434213627693,0.0024340053591571506,2025-07-11 15:18:23.345690
השירות היה איטי ולא יעיל,negative,neutral,0.780213147357669,0.4485892906657291,2025-07-11 15:18:23.345690
מקום מקסים עם אווירה נעימה,positive,negative,0.758268002167047,0.5394096206542487,2025-07-11 15:18:23.345690
לא הייתי חוזר שוב,negative,negative,0.99,0.045727829329451915,2025-07-11 15:18:23.345690
המלצה חמה לכל מי שמחפש איכות,positive,positive,0.5773938912405989,1.087140787475729,2025-07-11 15:18:23.345690
הסרט הזה היה פשוט נהדר! נהניתי מכל רגע,positive,positive,0.8968181036952068,0.3944381335787308,2025-07-11 15:18:23.345690
"לא מרוצה בכלל מהשירות, ממש מאכזב",negative,negative,0.99,0.036506555433388536,2025-07-11 15:18:23.345690
"חוויה בסדר, לא משהו מיוחד אבל גם לא גרוע",neutral,neutral,0.9253973473196921,0.31768920416746377,2025-07-11 15:18:23.345690
הטעם היה מעולה והמלצרית מקסימה,positive,positive,0.5755398076027118,0.21701849130956513,2025-07-11 15:18:23.345690
"גרוע מאוד, בזבוז כסף וזמן",negative,negative,0.6875932102351382,0.20478814370421364,2025-07-11 15:18:23.345690
מקום נחמד לבלות עם המשפחה,positive,neutral,0.4135752498663291,0.7713226237371296,2025-07-11 15:18:23.345690
איכות ירודה ושירות לקוי,negative,negative,0.7426955728071489,0.0020137466253479764,2025-07-11 15:18:23.345690
התנסות מדהימה שאמליץ לכולם,positive,positive,0.9530974417056118,0.21690734178953355,2025-07-11 15:18:23.345690
"בסדר גמור, כמו בכל מקום",neutral,neutral,0.99,0.10269684091610147,2025-07-11 15:18:23.345690
מרוצה מאוד מהרכישה,positive,positive,0.7676186394497966,0.02907842091978439,2025-07-11 15:18:23.345690
"אכזבה גדולה, ציפיתי להרבה יותר",negative,negative,0.99,2.4513723567438346,2025-07-11 15:18:23.345690
שירות מעולה וצוות מקצועי,positive,positive,0.927759768286075,0.08275634002623616,2025-07-11 15:18:23.345690
לא שווה את המחיר בכלל,negative,neutral,0.4714794926716001,0.2873460660647123,2025-07-11 15:18:23.345690
חוויה בלתי נשכחת ומרגשת,positive,positive,0.7778984112932921,0.41717135904775327,2025-07-11 15:18:23.345690
"ממוצע, יש טובים יותר",neutral,neutral,0.8841170774333103,0.7929273015763192,2025-07-11 15:18:23.345690
איכות גבוהה במחיר הוגן,positive,positive,0.6994754205237015,0.061996694874675434,2025-07-11 15:18:23.345690
השירות היה איטי ולא יעיל,negative,negative,0.43933401101233577,0.06492305327696685,2025-07-11 15:18:23.345690
מקום מקסים עם אווירה נעימה,positive,negative,0.47029568107788655,0.22304472127886857,2025-07-11 15:18:23.345690
לא הייתי חוזר שוב,negative,negative,0.6486565606495021,0.2657797243626877,2025-07-11 15:18:23.345690
המלצה חמה לכל מי שמחפש איכות,positive,positive,0.7952096670168739,0.2007343826553037,2025-07-11 15:18:23.345690
הסרט הזה היה פשוט נהדר! נהניתי מכל רגע,positive,positive,0.590864326064356,0.0689916098860468,2025-07-11 15:18:23.345690
"לא מרוצה בכלל מהשירות, ממש מאכזב",negative,negative,0.7076203401291379,0.3397397253466744,2025-07-11 15:18:23.345690
"חוויה בסדר, לא משהו מיוחד אבל גם לא גרוע",neutral,positive,0.658937148911951,0.2984097876559336,2025-07-11 15:18:23.345690
הטעם היה מעולה והמלצרית מקסימה,positive,positive,0.6189712344645024,3.564561399223212,2025-07-11 15:18:23.345690
"גרוע מאוד, בזבוז כסף וזמן",negative,negative,0.99,0.2668148197587414,2025-07-11 15:18:23.345690
מקום נחמד לבלות עם המשפחה,positive,neutral,0.6017388455620534,0.24468807384103777,2025-07-11 15:18:23.345690
איכות ירודה ושירות לקוי,negative,positive,0.7539027208539993,0.7857816946499929,2025-07-11 15:18:23.345690
התנסות מדהימה שאמליץ לכולם,positive,positive,0.9041695856003469,0.4032776547059049,2025-07-11 15:18:23.345690
"בסדר גמור, כמו בכל מקום",neutral,neutral,0.9280626828752193,0.1704901605123247,2025-07-11 15:18:23.345690
מרוצה מאוד מהרכישה,positive,neutral,0.5253299179574765,0.7027155987702696,2025-07-11 15:18:23.345690
"אכזבה גדולה, ציפיתי להרבה יותר",negative,negative,0.566795487641415,0.06400872685594086,2025-07-11 15:18:23.345690
שירות מעולה וצוות מקצועי,positive,positive,0.99,0.4820215621001506,2025-07-11 15:18:23.345690
לא שווה את המחיר בכלל,negative,negative,0.9065666319692921,0.014582348609343461,2025-07-11 15:18:23.345690
חוויה בלתי נשכחת ומרגשת,positive,neutral,0.6454899110804219,0.8105947209019679,2025-07-11 15:18:23.345690
"ממוצע, יש טובים יותר",neutral,neutral,0.6445777531989183,1.8434036367715683,2025-07-11 15:18:23.345690
איכות גבוהה במחיר הוגן,positive,positive,0.7181261559766805,0.2340155058288716,2025-07-11 15:18:23.345690
השירות היה איטי ולא יעיל,negative,neutral,0.4922187116955621,0.2409417004632451,2025-07-11 15:18:23.345690
מקום מקסים עם אווירה נעימה,positive,positive,0.9138430674377258,0.5212852648000744,2025-07-11 15:18:23.345690
לא הייתי חוזר שוב,negative,negative,0.8613215950868205,0.5337463198153717,2025-07-11 15:18:23.345690
המלצה חמה לכל מי שמחפש איכות,positive,positive,0.710752208786323,0.8374067459756254,2025-07-11 15:18:23.345690
הסרט הזה היה פשוט נהדר! נהניתי מכל רגע,positive,negative,0.6983776724426448,0.5017704872863966,2025-07-11 15:18:23.345690
"לא מרוצה בכלל מהשירות, ממש מאכזב",negative,negative,0.5205848582334457,0.19799403241345945,2025-07-11 15:18:23.345690
"חוויה בסדר, לא משהו מיוחד אבל גם לא גרוע",neutral,neutral,0.9671725181835246,0.9211584011719388,2025-07-11 15:18:23.345690
הטעם היה מעולה והמלצרית מקסימה,positive,negative,0.6439088793540437,0.25813555973682295,2025-07-11 15:18:23.345690
"גרוע מאוד, בזבוז כסף וזמן",negative,neutral,0.42182728337984626,0.037307628042316666,2025-07-11 15:18:23.345690
מקום נחמד לבלות עם המשפחה,positive,positive,0.5736956316099524,0.16761761200388217,2025-07-11 15:18:23.345690
איכות ירודה ושירות לקוי,negative,negative,0.8416197502099618,0.010901449395219824,2025-07-11 15:18:23.345690
התנסות מדהימה שאמליץ לכולם,positive,positive,0.7436663616692475,0.031007428472837606,2025-07-11 15:18:23.345690
"בסדר גמור, כמו בכל מקום",neutral,neutral,0.9726178037422808,1.2608818395284063,2025-07-11 15:18:23.345690
מרוצה מאוד מהרכישה,positive,positive,0.99,0.6766168356220387,2025-07-11 15:18:23.345690
"אכזבה גדולה, ציפיתי להרבה יותר",negative,negative,0.9201270334320647,1.509440647481906,2025-07-11 15:18:23.345690
שירות מעולה וצוות מקצועי,positive,positive,0.8891580610131925,0.13511033881249296,2025-07-11 15:18:23.345690
לא שווה את המחיר בכלל,negative,negative,0.9419894754689758,0.2254065450190191,2025-07-11 15:18:23.345690
חוויה בלתי נשכחת ומרגשת,positive,negative,0.6610763225343119,0.9963893386632455,2025-07-11 15:18:23.345690
"ממוצע, יש טובים יותר",neutral,neutral,0.9890690218587278,1.0700945175832504,2025-07-11 15:18:23.345690
איכות גבוהה במחיר הוגן,positive,negative,0.15877657478022525,0.19400595428178846,2025-07-11 15:18:23.345690
השירות היה איטי ולא יעיל,negative,negative,0.99,0.7616117303987928,2025-07-11 15:18:23.345690
מקום מקסים עם אווירה נעימה,positive,positive,0.5716277329116868,1.177590598500451,2025-07-11 15:18:23.345690
לא הייתי חוזר שוב,negative,negative,0.9617035232821032,0.06858619810233627,2025-07-11 15:18:23.345690
המלצה חמה לכל מי שמחפש איכות,positive,positive,0.99,0.6944398485605452,2025-07-11 15:18:23.345690
הסרט הזה היה פשוט נהדר! נהניתי מכל רגע,positive,positive,0.598209611520671,0.616887603703107,2025-07-11 15:18:23.345690
"לא מרוצה בכלל מהשירות, ממש מאכזב",negative,positive,0.5299299279029347,0.22602514145374467,2025-07-11 15:18:23.345690
"חוויה בסדר, לא משהו מיוחד אבל גם לא גרוע",neutral,neutral,0.7112998533311731,0.4423028948890326,2025-07-11 15:18:23.345690
הטעם היה מעולה והמלצרית מקסימה,positive,positive,0.9546001453858128,0.24062689412766256,2025-07-11 15:18:23.345690
"גרוע מאוד, בזבוז כסף וזמן",negative,negative,0.937977966460793,0.25953497995643376,2025-07-11 15:18:23.345690
מקום נחמד לבלות עם המשפחה,positive,positive,0.99,0.6455879005700833,2025-07-11 15:18:23.345690
איכות ירודה ושירות לקוי,negative,positive,0.47588610139730547,0.4974840518529401,2025-07-11 15:18:23.345690
התנסות מדהימה שאמליץ לכולם,positive,positive,0.99,0.024336098867488724,2025-07-11 15:18:23.345690
"בסדר גמור, כמו בכל מקום",neutral,neutral,0.5797686920277341,0.00939378962791221,2025-07-11 15:18:23.345690
מרוצה מאוד מהרכישה,positive,positive,0.99,0.4706758753719378,2025-07-11 15:18:23.345690
"אכזבה גדולה, ציפיתי להרבה יותר",negative,positive,0.8685611823491785,0.13811438005735588,2025-07-11 15:18:23.345690
שירות מעולה וצוות מקצועי,positive,positive,0.7856404964321326,0.2499596968474276,2025-07-11 15:18:23.345690
לא שווה את המחיר בכלל,negative,negative,0.5553020430231761,0.0346710193939553,2025-07-11 15:18:23.345690
חוויה בלתי נשכחת ומרגשת,positive,positive,0.9744904198175107,0.3906940237512141,2025-07-11 15:18:23.345690
"ממוצע, יש טובים יותר",neutral,negative,0.4885785696651855,0.5139002059349245,2025-07-11 15:18:23.345690
איכות גבוהה במחיר הוגן,positive,neutral,0.5359138426734265,0.5851910108630335,2025-07-11 15:18:23.345690
השירות היה איטי ולא יעיל,negative,positive,0.4104757374218718,0.08196739945778732,2025-07-11 15:18:23.345690
מקום מקסים עם אווירה נעימה,positive,negative,0.3837965814427337,0.891386057912343,2025-07-11 15:18:23.345690
לא הייתי חוזר שוב,negative,positive,0.6808393605494858,0.7141355046347144,2025-07-11 15:18:23.345690
המלצה חמה לכל מי שמחפש איכות,positive,positive,0.99,0.17297051209532086,2025-07-11 15:18:23.345690
הסרט הזה היה פשוט נהדר! נהניתי מכל רגע,positive,positive,0.7672576586050469,0.1700418375403285,2025-07-11 15:18:23.345690
"לא מרוצה בכלל מהשירות, ממש מאכזב",negative,neutral,0.3831962133664786,0.9904719095924125,2025-07-11 15:18:23.345690
"חוויה בסדר, לא משהו מיוחד אבל גם לא גרוע",neutral,neutral,0.737827687320016,0.04073991604816851,2025-07-11 15:18:23.345690
הטעם היה מעולה והמלצרית מקסימה,positive,positive,0.8471709218581019,0.547262681502487,2025-07-11 15:18:23.345690
"גרוע מאוד, בזבוז כסף וזמן",negative,negative,0.963253308303462,0.0905007330493181,2025-07-11 15:18:23.345690
מקום נחמד לבלות עם המשפחה,positive,negative,0.4663182076327876,0.973448786435662,2025-07-11 15:18:23.345690
איכות ירודה ושירות לקוי,negative,negative,0.7094695805389863,0.17371390151279018,2025-07-11 15:18:23.345690
התנסות מדהימה שאמליץ לכולם,positive,positive,0.8695388842780728,0.07125408550985705,2025-07-11 15:18:23.345690
"בסדר גמור, כמו בכל מקום",neutral,negative,0.5897518961898189,0.17018892874247596,2025-07-11 15:18:23.345690
מרוצה מאוד מהרכישה,positive,positive,0.8240314998708046,0.3901176707842346,2025-07-11 15:18:23.345690
"אכזבה גדולה, ציפיתי להרבה יותר",negative,negative,0.97407440064828,0.28958720573594926,2025-07-11 15:18:23.345690
שירות מעולה וצוות מקצועי,positive,positive,0.99,0.6006012925399637,2025-07-11 15:18:23.345690
לא שווה את המחיר בכלל,negative,negative,0.864104260279875,0.07682169628062781,2025-07-11 15:18:23.345690
